#t(s),H(A/m),E1(V/m),E2(V/m)
-0.000000000100000000,-9.573799221959227168,-1723.113896381547874626,-805.756490665621981861
-0.000000000090000000,-9.409806211361907202,-1811.569433900470585286,-589.353318304517756587
-0.000000000080000000,-7.597400637372243359,-2443.141988504853543418,-802.303248357548227432
-0.000000000070000000,-5.790649982718632849,-2943.800339051759237918,-884.029978070686411229
-0.000000000060000000,-5.044199007771191567,-2854.460248063569451915,-309.640708540002776772
-0.000000000050000000,-5.066818733370822336,-2717.354148963654552063,294.676659766168597798
-0.000000000040000000,-5.049853939171099704,-2958.837780109176947008,160.000217118202527899
-0.000000000030000000,-5.066818733370822336,-3170.246510269349528244,-294.676659766168597798
-0.000000000020000000,-5.411769566860968439,-2679.318268641949998710,-414.389052412481078136
-0.000000000010000000,-5.790649982718632849,-1811.569433900470585286,-294.676659766168597798
0.000000000000000000,-5.420251963960829755,-1381.675513746113892921,-339.568807315490630572
0.000000000010000000,-4.342987490054938782,-1811.569433900470585286,-589.353318304517756587
0.000000000020000000,-3.084765199288149073,-2636.859611538651734008,-656.115999243821761411
0.000000000030000000,-2.171493742011505912,-2943.800339051759237918,-294.676659766168597798
0.000000000040000000,-1.860472502952732476,-2357.340118941938726493,178.417508200110631833
0.000000000050000000,-2.171493742011505912,-1585.123255134674764122,0.000000000000000000
0.000000000060000000,-2.507962178401790698,-1317.987526204115056316,-748.202455881181890618
0.000000000070000000,-2.171493742011505912,-1358.677074481827276031,-884.029978070686411229
0.000000000080000000,-1.057472214006214717,-1264.914202937940899574,208.345606975598514055
0.000000000090000000,-0.000000000000000000,-1132.230893828979787941,1178.706637836855179557
0.000000000100000000,0.384535350273535970,-1354.254297700233564683,917.411317926428637293
0.000000000110000000,0.723831249347810846,-1811.569433900470585286,294.676659766168597798
0.000000000120000000,1.631447775224546426,-1978.750407567015827226,520.288477054317240800
0.000000000130000000,2.895324991359316424,-1585.123255134674764122,1178.706637836855179557
0.000000000140000000,3.590881583707588920,-881.901718555527168064,1309.929841860205442572
0.000000000150000000,3.619156240707127381,-452.892353757489161126,1178.706637836855179557
0.000000000160000000,3.045180679488795672,-660.762870040592133591,1444.606279596893728012
0.000000000170000000,2.171493742011505912,-1132.230893828979787941,2062.736615907541363413
0.000000000180000000,1.326081467565680683,-1327.717635123620993909,2411.514064466618037841
0.000000000190000000,1.447662498695621691,-1132.230893828979787941,2357.413280584988115152
0.000000000200000000,2.372243818772080015,-846.519502415727401967,2030.506354365518063787
0.000000000210000000,2.895324991359316424,-679.338534410336478686,1768.059951230094839048
0.000000000220000000,2.199768399011043929,-729.758191607554408620,1545.901375022200681997
0.000000000230000000,1.447662498695621691,-905.784713176132413537,1178.706637836855179557
0.000000000240000000,1.642757638024361810,-1107.463343852055913885,666.475726168043593134
0.000000000250000000,2.171493742011505912,-1132.230893828979787941,589.353318304517756587
0.000000000260000000,1.835025311653148083,-1042.006243710368380562,1092.375585046284868440
0.000000000270000000,0.723831249347810846,-1132.230893828979787941,1473.383298830843159521
0.000000000280000000,-0.271436718053034542,-1551.510149707512027817,1128.059086440743158164
0.000000000290000000,-0.723831249347810846,-2038.015616440369512929,589.353318304517756587
0.000000000300000000,-0.754933372047302931,-2275.961007290103225387,482.302814121143057946
0.000000000310000000,-0.723831249347810846,-2264.461787657959575881,589.353318304517756587
0.000000000320000000,-0.718176317947903264,-2138.854927060702721064,307.338547001286826799
0.000000000330000000,-0.723831249347810846,-2038.015616440369512929,-294.676659766168597798
0.000000000340000000,-0.593767820514815803,-1901.794091567287750877,-748.202455881181890618
0.000000000350000000,-0.723831249347810846,-1811.569433900470585286,-884.029978070686411229
0.000000000360000000,-0.983958099775488759,-1813.338544613107842451,-855.252960064556532416
0.000000000370000000,-0.723831249347810846,-2038.015616440369512929,-884.029978070686411229
0.000000000380000000,0.098961303720732322,-2321.957904689190399949,-1144.174215983935255281
0.000000000390000000,-0.000000000000000000,-2490.907977746064261737,-1768.059951230094839048
